Question,Subj_Q,Answer,Subj_A,Domain
ما رأيكم بـ  دورة تطوير واجهات المستخدم   من أكاديمية حسوب  ,0,محرر كود متوفر على لينكس وبإمكانك الإطلاع على رأيي عن هذه الدورة من هنا قامت حسوب قبل مدة بالإعلان عن أول دورة مدفوعة عبر أكاديمتهم التي أطلقوها قبل سنتين وهذه الخطوة تأتي بعد أن كانت الأكاديمية تعتمد بشكل أساسي   ,0,تطوير الويب
لماذا اصبحت فهرسه جوجل اصعب من تصميم الموقع نفسه  ,1,الموضوع معقد لدرجة كبيرة   خورزمية جوجل لا أحد يعمل طريقة عملها   كل ماعليك فعله هو تنفيذ نصائح جوجل للحصول علي ترتيب في النتائج  ولا تنسي دائما  وأبدا  ان المحتوي هو الملك  عبارة يتم استخدامها لتوضيح أهمية محتوي موقعك  ,1,تطوير الويب
هل كان فتح مصدر ASP دوت نت ثوريا  لدرجة أن تحتل المركز الأول بحسب مجتمع  Stack overflow  ,0,عادة مثل هذه التقييمات تعبر عن شيء معين ولا يفترض ان يبنى المرء رأي نهائي حولها  سواء لهذا الموقع او غيره مثلا  TIOBE   وقد سبق ان اشرت لذلك التصنيف الذي وضعته يقيم على اساس عدد النجوم في Github وعدد الأسئلة المطروحة في موقع Stackoverflow   ويتضح ان ال ASP NET لا يوجد لديها stars على ال Github بينما تحتل الاكثر اسئلة عل ال StackOverflow  والسبب لأنها تقنية موجودة من عشرة سنوات أو أكثر وبها الكثير من الأمور يندرج تحت هذا الفريم وورك مثلا  Web Form والذي استخدم طوال السنوات السابقة  ولكن اصبح الان لا ينصح به في المشاريع الجديدة وانما فقط لصيانة المشاريع القديمة التي كتبت في السابق  لذلك وجوده في اول القائمة امر خاطئ تماما   خصوصا  لو كان المقصد بال ASP NET هي ال Web Form  على أي حالة فتح المصدر لل Implementation يفيد بعض المطورين الذي لديهم عادة فتح الأكواد  خصوصا  مطورين المكتبات والتطبيقات التي تحتاج لأداء عالي فقد يهمهم معرفة كيف يعمل ال Implementation وهل يمكن كتابة شيء افضل من الموجود  ايضا  في نقل المنصة الى انظمة تشغيل اخرى  ولكن كل هذا لا يعني انها سوف تقضى على اللغات الاخرى ك PHP  فما زال لكل منهم استخدامه ,0,تطوير الويب
ماهي اللغات التي ب رمج بها حسوب I O  ,0,هذا الموقع مبني بلغة Ruby وخصوصا  إطار ي دعى Ruby on Rails وي طلق عليه RoR وهو إطار يعتمد نظام الMVC والذي يعني  Model  View   Controller يمكنك القراءة عن الموضوع أكثر ة والتعرف على هذا النظام أعتقد ان حسوب تستخدمه في أغلب مشاريعها ,1,تطوير الويب
البايثون في خدمة السياسة والإقتصاد  دونالد ترمب كحالة ,0,ما لفت انتباهي للمشروع هو استخدام Selenium لم اكن اتوقع ذلك عموما  بايثون وجافا سكربت من افضل اللغات التي يمكن عمل من خلالها اتمته تلقائية و  Web Scraping  وهذا يفسر استخدام Seleniumولا يدل على قوة اللغة ,1,تطوير الويب
اطلاق النسخة 5 4 من اطار العمل laravel وهذا اهم ماجاء فيها  ,0,جميل جدا    أكثر ما أثار إهتمامي هو Dusk   ,1,تطوير الويب
مايجبه يجب أن يعرفه مطور المواقع من أحكام شرعية,0,لا تسرق أتعاب الآخرين وتنسبها إلى نفسك   خطأ مشهور في الانترنت لا تقم بعمل يخالف شرع الله  حاول قدر الإمكان الابتعاد عن البرامج المقرصنة      انتهى  _ ,1,تطوير الويب
سابدء فى تعلم بايثون من اجل تطوير المواقع ماذا سوف احتاج    مع العلم انى مصمم واجهات اماميه,1,تعلم أساسيات اللغة وتدرب عليها جيدا طبق ما تعلمته ببرنامج أو برنامجين  قم بالبحث عن أفكار بسيطة لتطبيقهاابدا تعلم Micro framework مثل Flask ثم انتقل الى إطار عمل أكثر تقدما  مثل جانغو Django,0,تطوير الويب
ما أكثر الأشياء التي رأيتها غباءا  أثناء عملك كــ مبرمج و مطور ويب   مخترق أخلاقي   ,1,رأيت مبرمجا  محترفا  يعمل مواقع ويب أحد المواقع كان اسم المستخدم وكلمة المرور  admin,1,تطوير الويب
لغات البرمجة بين تنفيذ مشروعك ومشاريع العملاء ,0,اعتقد لغة روبي مع اطار العمل روبي اون ريلز يعد خيار ممتاز جدا  لتنفيذ مشاريعك الخاصة بالإضافة إلى أن لغة روبي سهلة جدا  مقارنة بغيرها من اللغات يوفر لك اطار العمل روبي او ريلز العديد من المميزات التي تسهل عليك بناء مشاريعك بأقل مجهود ممكن بالإضافة لتواجد العديد من gems الرائعة التي تساعدك في العمل روبي او ريلز حاليا  يعد  واحد من افضل تقنيات  الويب لعمل المشاريع الكبيرة والأمثلة على المشاريع التي بنيبت عليه كثيرة جدا  اولها هذا الموقع الذي تشاهده أنت حاليا  ومن الأمثل ايضا  موقع Github   Ask fm   Fiverr  وفي المقال التالي تجد العديد من المواقع التي تم تطويرها بالروبي او ريلز ,1,تطوير الويب
ما المواضيع التي تريد رؤية مقالات عليها ,1,الذكاء الاصطناعي,1,تطوير الويب
برأيك  ماهو التعريب لمصطلح Progressive Web Apps,0,احتمال  تطبيقات شبكة ويب تقد  مي  ة لكن لو شرحت معناها سيسهل إيجاد الترجمة الأدق ,1,تطوير الويب
كليجا عادت بالنسخة 2   حملة تمويل جماعي من اعضاء IO ,0,كان مشروع كليجا 2 0 على github في بداية السنة الفائنة قمت بالمساعدة لفترة على تطوير الواجهة الامامية للنسخة الموجودة حاليا وصراحة لم يكن هناك حماس للعملفكان تطوير المشروع يمشي ببطىء ولم يكن هناك احد يعمل ابدا في تطوير المشروع تقريبا  على العموم بالتوفيق في التمويل وصراحة ارى ايجاد حلول افضل من كليجا ربما افضل في الوقت الراهن لكن تبقى كليجا عامود قد ساهم في تطوير الويب العربي و دعمها شيء اساسي ,1,تطوير الويب
بين موقع متجاوب و تطبيق خاص  بموقع ,0,المستخدم لن يقوم بفتح المتصفح ثم الذهاب الى المفضله المليئة بالمواقع والدخول لموقعكوجود تطبيق يحفز المستخدم لدخول لسريع والحصول على تفاعل من خلال تنبياهات وسرعة الدخول الكتابة,1,تطوير الويب
اعترف   هل قمت من قبل بأعمال  شريرة  على الإنترنت ,0,كنت ذات يوم ألعب في قاعدة بيانات لمنتدى من نوع ال IBP وبسبب عدم فهم أساسيات SQL وقتها أضعت أكثر من 32 ألف عضو ا كانوا بقاعدة البيانات  D  كنت شريك مؤسس لهذا المنتدى ووقتها شريكي كاد أن يجن  D,0,تطوير الويب
خطوة خطوة     شبكة تواصل اجتماعي للعلوم و التقنية,0,فكرة جميلة يمكنك إضافة أقسام خاصة بالتقنية مثلا  تنشر بها مقالات تفاعلية  بما أنك مبرمج  بطريقة جميلة و جديدة نوعا  ما تختلف طريقة عرضها عن المقالات التقنية  السمجة  المنتشرة في الكثير من  المدونات التقنية العربية  هذا سيجذب الأشخاص المهتمين بالتقنية طبعا  في نفس الوقت سيهتم بالتسجيل في الموقع و إضافة محتواه الخاص و كذلك الأمر بالنسبة للعلوم التسويق و أرشفة الموقع أهم خطوة  تحتاج إلى خبير تسويق يستهدف المهتمين و ليس القيام بحملة إعلانية عشوائية و ضع في بالك تخصيص  ميزانية كبيرة  للتسويق بلا شك ما يدفعني للاشتراك في الموقع هو اهتمامي بموضوعه  لكن  لن أستمر طويلا  قبل أن أم ل  و لو كان عدد الأعضاء كبيرا  فالتفاعل قد يكون كبيرا  في البداية ثم يبدأ بالتراجع تلقائيا  كأي أمر جديد    لذلك يجب التفكير في ما يبقي المستخدم في موقعك  أن تقدم إليه فائدة إضافية بخلاف كونه مجتمع يهتم بالتواجد فيه  مثلا  قد تقوم بإضافة أدوات و تطبيقات ويب مفيدة لي تجبرني كمستخدم أن أعود إلى الموقع مرارا  و تكرارا  التطوير و التفكير لا يجب أن يتوقف عند الفكر الرئيسية ,1,تطوير الويب
كيف بدأت الإيموجيز     ثمانية,0,وإن كنت تظن  أن أبل أو Google من يحددا أي الأشكال تضاف إلى مجموعة الإيموجي  فأنت مخطئثموأغلب أعضاء المجمع هم شركات التقنية الكبرى  كفيسبوك وGoogle وأبل وIBM وغيرها ,0,تطوير الويب
ما هي أسباب الغلق النهائي لمركز الخليج gulfup,0,يظل هذا الموقع من أكثر المواقع من حيث توافد الزوار  و الأفشل في المجال ,1,تطوير الويب
تصميم تكويد لموقع خاص بالمصورين   ارائكم,0,ال aspect ratio غير صحيح بالنسبة للصور  هذه المشكلة كبيره خاصه للمصورين  عليك ام تصلحها و تجعل الترتيب تلقائي مع الحفاظ على aspect ratio,1,تطوير الويب
ما هو  لوريم إيبسوم   ,0,الله يعطيك العافيةفكرة حلوة  وسلسة  وانت اختصرت جزء ما من ضمن bootstrap والمكاتب الاخرىوربما تفيد الكثير من المطورين في اختصار عملهم واستخدامها بشكل سريع جدالدي خبرة كبيرة في هذا المجال  على مر السنين  وكثيرا فكرت بعمل وتطوير اشياء من هذا القبيلولكن تواجهني الكثير من المشاكل  وهي مشاكل شخصية وليس في العمل سأحاول في أي يوم ما ان افيدك واستفيد  حتى نحصل على محتوى عربي على الاقل يفيد المستخدم العربي على الاقلتحياتي لك ,1,تطوير الويب
البحث عن المبرمج والمصمم المناسب لموقع الكتروني,1,الأفضل إستخدام موقع  مستقل أنجز مشاريعك عبر الإنترنت بسهولة وأمان بالاعتماد على توظيف مستقلين محترفين في البرمجة  تطوير المواقع والتطبيقات  التصميم  التسويق  الترجمة وغيرها من المجالات من خلال مستقل    ,0,تطوير الويب
متى أستخدم SSL وكيف أحصل عليه مجانا ,0,هل يمكن تركيب الشهادة على استضافة جودادي الخطة العاديه ام احتاج الى اي بي خاص بإستضافتي,0,تطوير الويب
ماذا ستفعل وماذا سيكون مصيرك ان لم تكن حسوب ومشاريعها موجودة   ,1,لا اعتقد بأن مشاريع شركة حسوب ستغيير مصيري في كل الأحوال لا استخدم من مشاريع شركة حسوب سوى هذا المجتمع,1,تطوير الويب
على غ رار اكاديمية حسوب  ما هو تطوير واجهات المستخدم  وكيف ابدأ التعلم مجانا  ,0,شكرا  لك على المبادرة   هذه إضافة بسيطةهذه مكتبة مفيدة جدا  للتأثيرات  web animations   في الويب   مجموعة في صورتين بشكل جميل    إذا كنت مصمما  وتحتاج لأوراق التصميم على شكل متصفح   استفد من هذه      Sneakpeekit Sketch Sheets  sneakpeekit com Printable Grids for Design Wireframing     Printable Grids for Design Wireframingدورات الأخ يوسف إسماعيل كاملة مرفوعة على ميديافاير   صاحب قناة كليبرز       MediaFire  www mediafire com  MediaFire is a simple to use free service that lets you put all your photos  documents  music  and video in a single place so you        MediaFire is a simple to use free service that lets you put all your photos  documents  music  and video in a single place so you   وهذا كتاب صغير مفيد جدا    فيه مصادر مهمة يحتاجها المطورhttps   goo gl cGpifpوأخيرا     قبل أن تبدأ في كل شيء وتستفيد من كل هذا  إطلع على هذه   لن تندم على ذلك      أهم 100 موقع لتحقيق ال  لا شئ     حسوب I O  io hsoub com go 34371 هذه قائمة بـ موقع ومائة كتاب ومائة دورة ستساعدك على تحقيق اللاشيء في حياتك  سيحتفظ بها     هذه قائمة بـ موقع ومائة كتاب ومائة دورة ستساعدك على تحقيق اللاشيء في حياتك  سيحتفظ بها,1,تطوير الويب
للمستقلين اين وكيف تسوق لمنتجاتك على الانترنت  ,0,شخصيا  اعمل على تطبيقات الجوال ايفون والعائد المالي افضل بكثير من برمجة المواقع ما اجنيه من التطبيقات في شهر يعادل ما اجنيه من برمجة المواقع في ٦ أشهر,0,تطوير الويب
ود دت معرفة مفردات عربية مناسبة لهاتين الكلمتين المتعقلة بالويب لا سيما في المدونات navigation و posts,1,سؤالك جيد  فللأسف من الناحية التقنية ليس هناك مصادر كافية لترجمة الكلمات الجديدة والتقنية غير العربية أو إيجاد إنشاء مرادف لها في لغتنا  على كل  ما سأذكره هو عن معرفة ولا أملك مصدر أسندك له بها  كلمة Posts   فترجمتها منشورات  ما يتم نشره من قبل ناشر كاتب  كما في المدونات أو على شبكة الـ Facebook  كذلك تأتي على معنى تدوينات  مفردها تدوينة    قد لا تكون الكلمة فصحى    كلمة Navigation   وترجمتها الحرفية هي الملاحة  لكن في الإستخدمات التقنية يقصد بها ما نسميه بتقسيم المحتوى لعدد من الصفحات  فهذه الكلمة تأتي بجانب كلمة Pages ويكون مقصود بها صفحات الاستكشاف  وهي لإستكشاف باقي المحتوى بعد تقسيمه لأقسام معين  ,1,تطوير الويب
ما هو  لوريم إيبسوم   ,0,w3schools أعتقده أكثر من جيد,1,تطوير الويب
سكربت لشركات والافراد    ارائكم ونصائح واقترحاتكم رجاء  نحن اخوا ,0,جميل برأيي,1,تطوير الويب
ما هو  لوريم إيبسوم   ,0,Stack Overflow  عادة ما إن أتعلم قليلا لغة جديدة  أبدا بتطبيقها  وكلما واجهت مشكلة أبحث في الانترنت بصفة عامة وفي الغالب أنتهي في Stack Overflow لأتعلم منه في النهاية أكثر مما تعلمت في التقديم عن اللغة GitHub  ترى شيئا يعجبك فتذهب لتقرأ الكود المصدري مدونات منفصلة  في الغالب في هذه المدونات تجد شروحات عن كيف طبق شخص ما شيئا ما  في الغالب تكون الأكثر تطورا وقد تفتح عينيك على أشياء جديدة ,0,تطوير الويب
هل أتعلم jQuery أو جافاسكربت أولا  تجربتي أنا وأخي قد تساعدك,0,تجربة أخرى بسيطة  عندما بدأت في تعلم CSS استخدمت bootstrap لمدة وجيزة واستخدمه للgrid فحسبأدركت أن الاعتماد على مكتبات جاهزة خصوصا وأنا في ذلك المستوى أمر سيء لي  لذا انتقلت للقيام بكل شيء بنفسي  ثلاث سنوات لاحقا أملك ثقة أني أستطيع شرح 95  من خواص CSS وكيف تعمل وماهي قيمها الافتراضية وماهي bugs التي فيها قد تعتقد أن تعلم هذه الأمور غير مفيد مع وجود أطر عمل  ولكن أطر العمل لا تغطي دوما كامل حاجياتك  وعندما تحتاج لشيء غير موجود فيها لن تتمكن من القيام به وفي الأغلب ستتنازل عن القيم به كما هو واللوجء لحل لبديل يوفره الإطار,0,تطوير الويب
كم تقدر الفترة الزمنية التي قضيتها في تعلم أساسيات تطوير الويب ,0,اذا تقصد تعلم لغة معينة فليس كثيرا  اما البرمجة ككل ستقضي حياتك كلها تتعلهافاللغة البرمجية هي اداةاما البرمجة فهى حرفة,1,تطوير الويب
وصلت ل 100 مبيعة على ثيم فورست وارباح تقدر ب 2000 دولار هل من مبروك ,0,كان الحري بك عرض تجربتك وطلب المباركة وليس فقط هل من مبروك   على العموم مبارك لك ,1,تطوير الويب
الذكاء الإصطناعي في الويب   كيف استطاعت الخوزيزميات أن تعرف محتوى الصورة  ,0,الجواب بشكل عام هو نصنع مودل درياضي او شبكة عصبية تستطيع التعلم من الامثلة  مثلا نعطيها عشرة الف صورة لأشخاص جالسين و نقول لها هؤلاء هم اشخاص جاليسن  و عشرة الاف صورة لأشخاص واقفين و     الخبعد ان تتعلم الشبكة العصبية بطرق محددة  تستطيع ان نعطيها صورة و هي تقرر ما احتمالية ان الاشخاص واقفين او جالسين و تعطيك الاجابة هناك الكثير من الطرق الاخرى و لكن هذه الطريقة الافضل حالياهذا فيديو يستعرض شبكة عصبية عميقة قمت بتدريبها للتعرف على الصور تستطيع ان تسألني اي شيءهذا الفيديو يشرح كيفية برمجة شيء شبيه مبسط ,1,تطوير الويب
اعمل علي سكربت افلام ما رأيكم في صفحة عرض الفيلم المسلسل  ,0,تبدو لي الواجهة مزدحمة إلى حد ما     فمثلا وضع كل تفصيل في مربع لوحده يبدوا غير مريع بالمره  كذلك الخط المستخدم يبدوا غير كبير مريح في حالة الشرح الوافي كما في القصه  أفضل كتابة جزء القصة بخط نسخ وحجم أصغر  وتقليل كمية المربعات في جزء التفاصيل,1,تطوير الويب
ماذا عن المواقع  الأقل أهمية  وفعاليتها في الانترنت ,0,ولكن في الأيام القليلة السابقة تفاجأت بطلبين أو ثلاث تقريبا  عن اعادة المدونة للانترنت  رفضت طبعا  لانني لا اريد التكلف من جديد عليهاحدث معي أكثر من مرة  وطلبات لمواضيع بمدونة أغلقت منذ 4 سنوات تقريبا   لا أعلم أين يكون هؤلاء الأشخاص عندما تكون المدونة مفتوحة  فشخص واحد كفيل بأن يجعلها أكثر أهمية في نظرك أنا أتفق معك في حالة واحدة فقط  إن كانت المدونة أو الموقع خاصة بتخصص ليس لك علاقة به أو لك علاقة لكن معلوماتك أقل أهمية من مواقع أخرى أكبرى,1,تطوير الويب
ما رأيك بالقوائم البريدية  وهل تجدي نفعا  بالنسبة لك كمطور ويب  هل تشترك بالنشرات البريدية كمستخدم ,0,كمستخدم  أنا مشترك في القائمة البريدية لهذا الموقع   وذلك ساعدني كثيرا,0,تطوير الويب
توضيح حول القوالب المدفوعة لـ ووردبريس ورخص استخدامها ,0,كل موقع أو شخص يبيع قالبا  فإنه يعرضه  قطعا  مع إتفاقية محددة  رخصة من أشهر المواقع التي توفر قوالب ذات جودة عالية themeforest com  و سأحدثك عنه وفق تجاربي  الرخصة الأشهر هي الرخصة الخاصة بموقع واحد فقط  منتج نهائي   و عند رغبتك بتطوير موقع آخر فيجب أن تشتري القالب مرة أخرى كما أن الحصول على تحديثات القالب  و هو أمر مهم جدا   يتطلب أن تدخل رقما  متسلسلا  مرتبطا  بحسابك  و هذا الرقم يعمل مع موقع واحد فقط أما إذا أردت أن تطور منتجا  لإعادة بيعه فهناك رخصة أخرى بسعر أعلى كثيرا  أما من يقدم القوالب مع الدورات فلا ب د أن يمتلك رخصتها أو يكون هو من طورها بالتأكيد  ولكن لم أمر بهكذا تجربة فلا أعرف التفصيل ,1,تطوير الويب
كيف أجعل صور gif تتحرك فقط إذا وصلت إلى مساحة الشاشة المرئية بالجيكوري,0,عملت كود بسيط لنفس المطلوبمثال حي للكود  الصورة الاصلية  الثابتة  ضعها في srcوالصورة المتحركة ضع الرابط الخاص بها في data animateمبدأ الكود قبل الوصول للصورة ب100 بيكسل  يمكنك تعديل المسافة  يقوم بتبديل ال src للصورة ووضع قيمة data animate داخلهاوعند الانتهاء من الصورة او خروجها من الشاشة  المسافة من اعلى الصفحة   طول الصورة   يقوم بارجاع قيمة src الاصليةاذا كان الطول الخاص بالصورة غير معروف استخدم outerHeight   لقياس طول الصورةتعديل   عند ظهور الصورة المتحركة يضيف كلاس   animated   للعنصر,0,تطوير الويب
هل يوجد مصحح املائي وقواعدي للغه العربيه  ,1,الوقت الحالي للأسف لا يوجد  حاول الاستعانة بمصحح أو مراجع لغوي بدائل لن تساعدك كثير ا ,1,تطوير الويب
بصفتك مطور أو مصمم ويب من أين تعلمت وأكتسبت خبرتك  ,0,من قال لك بان البرمجة تحتاج للغة الانجليزية او حتى للرياضيات حتى تبدء  هل هذا من واقع خبرة تجربة ام انك قرأتها بمقال  و ان كنت قد قرأتها في مقال هل يمكنك توفيري بمصادرك  لان عند كتابتك للشيرفرة  الكود  كل ما عليك معرفته هو ما الذي يفعله النص الذي تكتبه و انتهيت والبرمحة لا ليست صعبة كل ما عليك هو وضع بعض الوقت بها و التدريب وانتهيت ولا تضع ب راس احدهم بان البرمجة مقيتة بسبب واقع تجربة انت فشلت بها  اما بالنسبة للرياضيات فعلا انت لست بحاجة لمعرفة مصطلحات هلوسية عن الرياضيات فالرياضيات المطبقة بالحوسبة تختلف تماما عن الرياضيات التي تعلمتها في المدرسة و لست بحاجة لها ان كنت تبدء او حتى في منتصف طريقك حتى تستطيع حل مشاكل برمجية  لدي ثلاث سنين خبرة في بناء تطبيقات الويب ولم استعمل الرياضيات الا في الجمع الطرح و القسمة وربما بعض الاساسيات التي تعلمتها في المدرسة الثانوية مثل الجبر المبسط و الدوال functions   من الجهة الاخرى الرياضيات المطبقة في الحوسبة مهمة نعم لكن ليست في بداياتك كمبرمج او حتى ان لم تكن مهتم  بمجالات مثل Machine learning او الذكاء الصنعي او الالعاب  فعند بدايتك كل ما عليك معرفته هو syntax للغة و طريقة عمل اللغة ومن ثم عليك معرفة ما الذي تحتاجه في الرياضيات حتى تخصصه في الشيفرة الخاصة بك ولا يوجد علم سهل فعلا كل شيء عليك وضع قت و جهد به حتى تتقنه و البداية دائما ما تكون صعبة و لكن عش التجربة واستمتع بها ,1,تطوير الويب
ما هي التقنيات التي يجب على كل مطور ويب تعلمها في 2017 ,0,الإجابة الكافية عن تساؤلك موجودة في هذا الفيديو  ,0,تطوير الويب
ما رأيكم حول استضافة Hostinger المجانية  ,0,في نظري الاستضافات المجانية بصورة  عامة ليست بيئة ممتازة للبدء بمشورع ج دي  ولكن يمكن الاستفادة منها في حالة كنت تريد أن تجرب شيئا  قبل أن تركبه على موقعك  ومثال لذلك تريد أن تركب قالب ووردبريس  وهنالك أمر آخر الاستضافات المجانية تتوقف ومشاكلها كثيرة أحيانا  يغلقون حسابك دون سابق إنذار او حتى دون المخالفة لشروطم إن كانت لهم شروط ,1,تطوير الويب
ماذا تعني استضافه موقع وكيف احصل على استضافه لموقع اصنعه الان  ,0,كتشبيه مبالغ في تبسيطه  الاستضفة كقطعة الارض التي تبني منزلك عليها  ولكن في حالة الانترنت انت تستاجرها ولا تشتريها لتبني عليهاتتوفر فيها مساحة لوضع الملفات والبرمجيات اللازمة لتشغيلهابامكانك استئجار استضافات سنوية من مواقع مثل namecheap   bluhost   godaddyاو الحصول على استضافات مجانية من شركات تقدم  حزمات صغيرة جدا للمواقع التجريبية  مجانا  لا انصح بأي منها,1,تطوير الويب
هل يمكن عرض كلاس معين فقط بال json  وتجاهل باقي المحتوى باعتماد الأمر التالي,0,قم بتحويل المحتوى الى  DOM ثم قم بأخذ الكلاس وعرض المحتوى الموجود فيها فقطمثلا الافضل استخدام getElementById بدلا  من getElementsByClassName,0,تطوير الويب
ما هي طريقة إستخلاص اللون  من الصورة بالجيكوري,0,كنت سأقول لك استخدم عنصر Canvas وحلل الصورة و     بما أنك تريد  حل ا سهل ا بـJQuery استخدم هذه المكتبة  إضافة لـJquery   ,1,تطوير الويب
هل امتلئ مجال الويب واصبحت الافكار وفرص العمل فيه ضئيله  ,0,خذ أي فكرة من هنا مجانا ونفذها sharekfekra com,0,تطوير الويب
كيف أختار نوع السيرفر المناسب لموقعي ومتى أفكر بشراء سيرفر كامل للموقع,0,وعليكم السلاماولا الاستضافات الرخيصة مثل التي ب دولار وعشرة وغيرها لن تتحمل اكثر من زائرين لموقعك بنفس الوقت وهذا من تجربة شخصية  اذا كنت تريد بنية تحتية بموقعك فابحث عن paasمثل heroku وهو الاكثر شهرة لتحميل الملفات ممكن تستخدم خدمات امازون  ابحث عن aws ودائما استخدم cdn,0,تطوير الويب
مهاراتى بالـ HTML   CSS وقليل من الجى كويرى   رأيكم يهمنى   ,0,رائع اخي انت مبدع استمر بالتقدم للأمام,1,تطوير الويب
ماذا سأستفيد بالشهادات الالكترونية ,0,الشهادة وحدها لا تكفي لحصولك على عمل  لو كنت تستخدم لينكدان يمكن وضعها في حسابك كاثبات انك متابع ومصر على التعلم   لكن لو كان عملك فقط تجميع شهادات سيكشف ذلك عند أول اختبار في مقابلة العمل,1,تطوير الويب
ماهي المواقع التي أنشأتها لنفسك أو لغيرك ,0,و عليكم السلامهذه بعض السكربتات الأول لي و معظم الباقي لعملاء سابقينشبكة تواصل اجتماعي و نظام ادارة محتوى ஜ   ஜ  تطبيق أرباح   تطبيق ويب لتسجيل الإيرادات و المصاريف و حساب الأرباح   ஜ   ஜ  سكربت إعلانات مبوبة    السوق العربي    ஜ   ஜ  سكربت مكتب عقاري مع نظام عضوية ஜ   ஜ  سكربت مدونة تقنية مع نظام للتعليقات و التنبهات و تحكم مستقل بالسلايدر ஜ   ஜ  سكربت إعلانات مبوبة مع نظام عضوية و نظام مراسلة داخلي ஜ   ஜ  سكربت تشفير نصوص و رسائل بكلمة مرور enc  ஜ   ஜ  سكربت دليل متجاوب مع الربط بخرائط غوغل و بوابة ارسال رسائل sms ஜ   ஜ  سكربت تطبيق مكتب عقاري مع امكانية تحديد الموقع عن طريق الجوال و امكانية اضافة معارض صورمع تحياتي,0,تطوير الويب
أيهما أفضل لأكواد  css  هل وضعها في  style  أم في رابط خارجي بامتداد  css,0,تختار ما يناسبك لانه توجد 3 طرق لوضع التنسيق 1  inline style وهنا يتم وضع التنسيقات داخل عنصر div او p او span      2  interner style هنا يتم وضع التنسيق بين وسمي style في الصفحة  3 referense style ملف تنسيقات خارجي بامتداد  css وانت ستختار على حسب القوة لانinline style قيمتة في الصفحة كبيرة ولن تؤتر عليه اي تنسيقات اخي يعني لو عندك عنصر p عملت له تنسيق داخل الوسم وليكن لون احمر حتى لو دهبت وعملت في ملف ستايل خارجي p  color  blue فانه لن يتاتر ابداالان هدا متال بسيط لكي تفهم اليه عمل التانسيقات اتمنى انني افدتك يمكنك التعمق في البحت في هدا الموضوع,1,تطوير الويب
ما هي مهارات وتقنيات التي يجب معرفتها من قبل كل مطور للويب هذا الأيام ,0,مرحبا اخي أنصحك بمعاينة هذا الرسم البياني      Web Development  Back End  Databases  Caching  Nginx  Squid  Varnish    coggle it diagram VO4RF4OG    Web Development  Back End  No Matter Which Route You Take  Basic Front End  How the internet works      Web Development  Back End  No Matter Which Route You Take  Basic Front End  How the internet works ,0,تطوير الويب
