Question,Subj_Q,Answer,Subj_A
كيف أزيد قناعتي بالإسلام  أفيدوني سواء بكتب أو محاضرات أو عناوين مناظرات ,1,كتاب حوار بين مسلم ونصرانى   للمؤلف  حسن محمد باعقيل أتمنى أن تجد فيه جميع ما يدور فى ذهنك  هداك الل  ه وإيانا للتى هى أقوم ,1
لماذا العرب في حالة فوضى وتشتت عن سابق عهدهم ,1,للجهل  و الاغترار و التشبه بالامم الخرى و عدم اعتزازهم باسلافهم و معرفتهم بهم ,1
كيف تتعامل مع أوقات الفتور ,0,بأن لا تتخلى عن ال minimum في يوم كل مسلم أو مسلمةالفروض الخمس السنن الرواتباذكار الصباح والمساءركعتي الضحىتوت ر قبل النومصفحة من المصحف وردك اليومي  ,0
أحيانا  يكون لك هدف مهما حاولت لا تحققه أو لا تبدأ فيه حتى  فتجد من يقول  هذا الأمر لم يكتبه الله لك فجرب أمر آخر  ويوجد من يقول  لا تستسلم  حاول وستحققه في المرة الألف   متى أعرف الفرق مع العلم أني حاولت نزعه من عقلي وقلبي ولكن كان الأمر صعب ,1,بسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته  السلام عليكم ورحمة الله وبركاته الأعمال صنفان وكل عمل منهما يختلف عن الآخر  أ م  ح س ب ت م  أ ن ت د خ ل وا  ٱل ج ن  ة  و ل م  ا ی أ ت ك م م  ث ل  ٱل  ذ ین  خ ل و ا  م ن ق ب ل ك م  م  س  ت ه م  ٱل ب أ س ا ء  و ٱلض  ر  ا ء  و ز ل ز ل وا  ح ت  ى  ی ق ول  ٱلر  س ول  و ٱل  ذ ین  ء ام ن وا  م ع ه ۥ م ت ى  ن ص ر  ٱلل  ه   أ ل ا  إ ن   ن ص ر  ٱلل  ه  ق ر یب    س ور ة  الب ق ر ة   ٢١٤ فالرسل وأتباعهم يثبتون على ما هم عليه ويبذلون ما في وسعهم فيستفرغون كل طاقاتهم وامكانياتهم حتى لا يجدوا ما يزيدون عليه شيئا  حتى يأتي الله بأمره النصر أو الموت فيلاقوا ربهم وهم ثابتون واثقون راضون وكما جاء في السيرة النبوية الشريفة أن رسول الله صلى الله عليه وسلم وبارك قال يا ويح قريش  لقد أكلتهم الحرب    ماذا عليهم لو خلوا بيني وبين سائر  العرب    فإن هم أصابوني كان ذلك الذي أرادوا   وإن أظهرني الله  عليهم دخلوا في الإسلام  وافرين   وإن لم يفعلوا قاتلوا وبهم قوة    فما تظن قريش    فوالله  لا أزال أجاهد  على الذي بعثني الله  به حتى يظهر ه الله  أو تنفرد  هذه السالفة    فالنصر من الله يعطيه بحكمته وقدرته من يشاء متى يشاء كيفما يشاء وحيثما يشاء ومن الأعمال الشرعية ما تلتزم بعموم العمل ولكن تتنقل في أدائه وفق أحكام الرخص  مثل الصلاة  فتلتزم بها على أي حال  ولكن إن ضعفت عن الوقوف تصلي جالسا  وإن ضعفت عن الجلوس تصلي نائما مومئا  وإن ضعفت عن الإيماء فتصلي بعينيك كلمة السر هنا هي أن تتخذ سلم أولويات  وعند التزاحم والتعارض بين الالتزامات فاجعل الشرع حاكما إلى متى إلى متى تستمر على عمل معين لتحقيق غاية معينة طال انتظارها رغم ب ذ لك الوسع في العمل لتحقيقها الأمر نسبي  لا يقرره إلا أنت  وحسب غاياتك الأخرى في يومك وحياتك مثلا أنت تنتظر شخصا لقضاء مصلحة  فعليك أن توازن بين ما تفقده من عدم إنتظارك وما قد تكسبه من قضاء مصلحتك بمجيئه مع نسبة إمكانية ذلك  مع البديل عن ذلك مع قيمة الوقت الذي ستفقده في الانتظار أو الذي ستكسبه بعدم الإنتظار لكن إن وضعت أمام عينيك مقياسا سهل عليك القرار وتفاديت التردد تحياتي الطيبةالسلام عليكم ورحمة الله وبركاته,1
كيف يكون تأديب النفس الصارم ,0,اذا رجعنا الى أصل الاسلام   تأديب النفس يكونبحلم ورحمة الاسلام حتى لا ينفر الشباب من الاسلام,1
هل يمكن للمرأة أن تصلي في مكان عام كالحدائق والشوارع مثل الرجال ,1,نعم يمكنها و لا حرج في ذلك  المهم أن لا تفوتها صلاتها و تصلي في وقتها  خاصة إذا وجدت مكان طاهر فلتصلي  إذا إستطاعت أن تتدارى على عيون المارة فهو أفضل لها و إن لم تجد تصلي و هي جالسة على كرسي بالنسبة للقبلة تتحرى أيضا  قبلة الله إلا أن الآن مع وجود الهواتف الذكية هناك تطبيقات تعطيك أوقات الصلاة و القبلة و بالتالي صار الأمر سهل في النهاية بالنسبة لي الصلاة في وقتها أهم من كل شيء تترك ما في يدك و تصلي في أي مكان إن إستطعت أن تقوم بالحركات كاملة فهو خير لك و إن لم تستطع صل و أنت جالس أو حتى واقف المهم لا تفوت صلاتك و الله أعلم ,1
كيف اكتشف العلم أنه كان هناك الإنسان البدائي منذ آلاف السنين ولم يكن يعرف أي شيء ولكن في ديننا الإسلام قال الله تعالى أنه علم آدم كل شيء وكان في الجنة   أنا لا أشرك بالله أو أشكك في مصداقية ديننا ,1,من قال أن العلم دائم ا صادق ,0
أنا لست متخصص في الرد على شبهات أو ذلك المسلم التقي ومجرد شخص عادي  لكني أرى في كورا ومواقع أخرى ملحدين وغيرهم يظلون في طرح شبهات سطحية عن الإسلام بغرض الاستهزاء ولا أقدر على تجاهلها لخوفي من تأثر أحد المسلمين بها  فهل من واجبي الرد عليهم أم تركهم ,1,إن كنت تستطيع الرد عليه بالأدلة العقلية والمنطقية  بعيدا عن القران والسنة لأنهم لا يؤمنون به   فنعم واجب عليك ولكن إن كنت تخاف أن تكون في إجابتك خطأ أو ثغرة تجعلهم يضربون الإسلام بها فيكفي أن تنكر عليهم بقلبك ولا تنسى قول الرسول صلى الله عليه وسلم    من رأى منكم منكرا فليغيره بيده فإن لم يستطع فبلسانه فإن لم يستطع فبقلبه وذلك أضعف الإيمان  ,1
في الجزائر المذهب هو المالكي  هل أستطيع أن أتبع غير المذهب المالكي أم يجب علي اتباع ما يتبعه بلدي  أيضا   ما هو أفضل مذهب أو المذهب الصحيح ,1,التقليد هو شيء سيء جدا و هو يعتبر سبب أساسي من الغلو و الانتماء للدين اللي أتولدت عليه كالمسيحية أو اليهودية أو عبادة الأصنام  ب ل  ق ال وا إ ن  ا و ج د ن ا آب اء ن ا ع ل ى أ م  ة  و إ ن  ا ع ل ى آث ار ه م م  ه ت د ون و ك ذ ل ك  م ا أ ر س ل ن ا م ن ق ب ل ك  ف ي ق ر ي ة  م  ن ن  ذ ير  إ لا   ق ال  م ت ر ف وه ا إ ن  ا و ج د ن ا آب اء ن ا ع ل ى أ م  ة  و إ ن  ا ع ل ى آث ار ه م م  ق ت د ون   الزخرف   22 23 و إ ذ ا ق يل  ل ه م  ات  ب ع وا م ا أ نز ل  الل  ه  ق ال وا  ب ل  ن ت  ب ع  م ا أ ل ف ي ن ا ع ل ي ه  آب اء ن ا أ و ل و  ك ان  آب اؤ ه م  لا  ي ع ق ل ون  ش ي ئ ا و لا  ي ه ت د ون   البقرة   170 والتقليد هو شيء سيء جدا و هو يعتبر سبب أساسي من الغلو و الانتماء للدين اللي أتولدت عليه كالمسيحية أو اليهودية أو عبادة الأصنام  ب ل  ق ال وا إ ن  ا و ج د ن ا آب اء ن ا ع ل ى أ م  ة  و إ ن  ا ع ل ى آث ار ه م م  ه ت د ون و ك ذ ل ك  م ا أ ر س ل ن ا م ن ق ب ل ك  ف ي ق ر ي ة  م  ن ن  ذ ير  إ لا   ق ال  م ت ر ف وه ا إ ن  ا و ج د ن ا آب اء ن ا ع ل ى أ م  ة  و إ ن  ا ع ل ى آث ار ه م م  ق ت د ون   الزخرف   22 23 و إ ذ ا ق يل  ل ه م  ات  ب ع وا م ا أ نز ل  الل  ه  ق ال وا  ب ل  ن ت  ب ع  م ا أ ل ف ي ن ا ع ل ي ه  آب اء ن ا أ و ل و  ك ان  آب اؤ ه م  لا  ي ع ق ل ون  ش ي ئ ا و لا  ي ه ت د ون   البقرة   170 و إ ذ ا ق يل  ل ه م  ت ع ال و ا إ ل ى م ا أ نز ل  الل  ه  و إ ل ى الر  س ول  ق ال وا  ح س ب ن ا م ا و ج د ن ا ع ل ي ه  آب اء ن ا أ و ل و  ك ان  آب اؤ ه م  لا  ي ع ل م ون  ش ي ئ ا و لا  ي ه ت د ون   المائدة   104 إ ن  ه ي  إ لا   أ س م اء س م  ي ت م وه ا أ نت م  و آب اؤ ك م م  ا أ نز ل  الل  ه  ب ه ا م ن س ل ط ان  إ ن ي ت  ب ع ون  إ لا   الظ  ن   و م ا ت ه و ى الأ نف س  و ل ق د  ج اء ه م م  ن ر  ب  ه م  ال ه د ى  النجم   23 و م ا ل ه م ب ه  م ن  ع ل م  إ ن ي ت  ب ع ون  إ لا   الظ  ن   و إ ن   الظ  ن   لا ي غ ن ي م ن  ال ح ق   ش ي ئ ا  النجم  28 و م ا ي ت  ب ع  أ ك ث ر ه م  إ ل  ا ظ ن  ا   إ ن   الظ  ن   ل ا ي غ ن ي م ن  ال ح ق   ش ي ئ ا   إ ن   الل  ه  ع ل يم  ب م ا ي ف ع ل ون   يونس   36 ف اس أ ل وا  أ ه ل  الذ  ك ر  إ ن ك نت م  لا  ت ع ل م ون    النحل   43 و إ ذ  ي ت ح اج  ون  ف ي الن  ار  ف ي ق ول  الض  ع ف اء ل ل  ذ ين  اس ت ك ب ر وا إ ن  ا ك ن  ا ل ك م  ت ب ع ا ف ه ل  أ نت م م  غ ن ون  ع ن  ا ن ص يب ا م  ن  الن  ار      غافر  47 و ق ال وا ر ب  ن ا إ ن  ا أ ط ع ن ا س اد ت ن ا و ك ب ر اء ن ا ف أ ض ل  ون ا الس  ب يلار ب  ن ا آت ه م  ض ع ف ي ن  م ن  ال ع ذ اب  و ال ع ن ه م  ل ع ن ا ك ب ير ا     الأحزاب   67 68 4  ق ال  اد خ ل وا  ف ي أ م م  ق د  خ ل ت  م ن ق ب ل ك م م  ن ال ج ن   و الإ نس  ف ي الن  ار  ك ل  م ا د خ ل ت  أ م  ة  ل  ع ن ت  أ خ ت ه ا ح ت  ى إ ذ ا اد  ار ك وا  ف يه ا ج م يع ا ق ال ت  أ خ ر اه م  لأ ولاه م  ر ب  ن ا ه ؤ لاء أ ض ل  ون ا ف آت ه م  ع ذ اب ا ض ع ف ا م  ن  الن  ار  ق ال  ل ك ل   ض ع ف  و ل ك ن لا   ت ع ل م ون       الأعراف   38 ه ذ ا ف و ج  م  ق ت ح م  م  ع ك م  لا م ر ح ب ا ب ه م  إ ن  ه م  ص ال وا الن  ار 5  ق ال وا ب ل  أ نت م  لا م ر ح ب ا ب ك م  أ نت م  ق د  م ت م وه  ل ن ا ف ب ئ س  ال ق ر ار 6  ق ال وا ر ب  ن ا م ن ق د  م  ل ن ا ه ذ ا ف ز د ه  ع ذ اب ا ض ع ف ا ف ي الن  ار       ص   59 61 و ب ر ز وا  ل ل  ه  ج م يع ا ف ق ال  الض  ع ف اء ل ل  ذ ين  اس ت ك ب ر وا  إ ن  ا ك ن  ا ل ك م  ت ب ع ا ف ه ل  أ نت م م  غ ن ون  ع ن  ا م ن  ع ذ اب  الل  ه  م ن ش ي ء  ق ال وا  ل و  ه د ان ا الل  ه  ل ه د ي ن اك م  س و اء ع ل ي ن ا أ ج ز ع ن ا أ م  ص ب ر ن ا م ا ل ن ا م ن م  ح يص       إبراهيم  21 إ ذ  ت ب ر  أ  ال  ذ ين  ات  ب ع وا  م ن  ال  ذ ين  ات  ب ع وا  و ر أ و ا  ال ع ذ اب  و ت ق ط  ع ت  ب ه م  الأ س ب اب    7  و ق ال  ال  ذ ين  ات  ب ع وا  ل و  أ ن   ل ن ا ك ر  ة  ف ن ت ب ر  أ  م ن ه م  ك م ا ت ب ر  ؤ وا  م ن  ا ك ذ ل ك  ي ر يه م  الل  ه  أ ع م ال ه م  ح س ر ات  ع ل ي ه م  و م ا ه م ب خ ار ج ين  م ن  الن  ار    البقرة   166 167 ق ل  ي ا أ ه ل  ال ك ت اب  لا  ت غ ل وا  ف ي د ين ك م  غ ي ر  ال ح ق   و لا  ت ت  ب ع وا  أ ه و اء ق و م  ق د  ض ل  وا  م ن ق ب ل  و أ ض ل  وا  ك ث ير ا و ض ل  وا  ع ن س و اء الس  ب يل      المائدة   77 و في اللي ذهب مثل المعتزلة لبطلان إيمان المقلدمنقول  الأول  أن ضلال المقلدين من اليهود والنصارى قد كثر  فبم تفرقون بين تقليدكم وتقليد سائر الكفار حيث قالوا   إ ن  ا و ج د ن ا آب اء ن ا ع ل ى أ م  ة    الزخرف  ٢٣     الثاني  أن المعرفة إذا وجبت كان التقليد جهل ا وضلال ا  فكأنكم حملتم هذا خوف ا من الوقوع في الشبهة  كمن يقتل نفسه عطش ا وجوعا خيفة من أن يغص بلقمة  أو يشرق بشربة لو أكل وشرب  وكالمريض يترك العلاج رأسا خوف ا من أن يخطئ في العلاج  وكمن يترك التجارة والحراثة خوف ا من نزول صاعقة فيختار الفقر خوفا من الفقر  ,1
أنا مسلم أدرس في أمريكا  أكذب معهم بأني لا ديني  سأتزوج وزوجتي ستدرس معي  هل يجوز أن تخلع الحجاب فقط لأربع سنوات وفي أمريكا  لأني أخشى عليها من المضايقات  علما  أني أدفع 30 ألف دولار أمريكي سنويا  ولا يمكن الانقال أو ترك الجامعة وهي يجب أن تدرس معي ,1,يا مسلم   كما تدعي   عليك ان تعرف ان أميركا بلد حر وأنه يوجد بها اكثر من ثلاثين مليون مسلم من كل أصقاع الارض   فلا داعي لهذا الإدعاء الكاذب   وليس من حق اي شخص ان بسألك عن ديانتك   فلا تتبرع بالكذب   ولتعلم ان إعتزازك بدينك هو من سيرفع قدرك في نظر الناس هنا وخصوص ا الامريكان   وفي كل مدينة سوف تعيش فيها او تزورها سوف تجد العديد من المساجد و يمكن ان تقابل مسلمون ومسلمات في أعلي المراكز العلمية والعملية كالاطباء والمهندسون وأساتذة الجامعات   فا إفتخر بدينك وحافظ علي صلاتك وإلا ستندم أشد الندم بعد ذلك   وأنا أعيش هنا منذ زمن طويل جدا وأمارس كل شعائر ديني بكل بساطة وفي أي مكان بدون اي مشاكل   أما يا مسلم   كما تدعي   عليك ان تعرف ان أميركا بلد حر وأنه يوجد بها اكثر من ثلاثين مليون مسلم من كل أصقاع الارض   فلا داعي لهذا الإدعاء الكاذب   وليس من حق اي شخص ان بسألك عن ديانتك   فلا تتبرع بالكذب   ولتعلم ان إعتزازك بدينك هو من سيرفع قدرك في نظر الناس هنا وخصوص ا الامريكان   وفي كل مدينة سوف تعيش فيها او تزورها سوف تجد العديد من المساجد و يمكن ان تقابل مسلمون ومسلمات في أعلي المراكز العلمية والعملية كالاطباء والمهندسون وأساتذة الجامعات   فا إفتخر بدينك وحافظ علي صلاتك وإلا ستندم أشد الندم بعد ذلك   وأنا أعيش هنا منذ زمن طويل جدا وأمارس كل شعائر ديني بكل بساطة وفي أي مكان بدون اي مشاكل   أما الحجاب لزوجتك   فطبعا وبدون تفكير يجب ان تحافظ عليه ولاتخلعه ولو ليوم واحد   فحجاب المسلمة فخر لها   والحمد لله زوجتي وإبنتي يلبسن الحجاب و بدون اي مشاكل   إتق الله يجعل لك مخرجا يارجل ياطيب  ,1
كيف أقوي جانبي الديني من من علم وعبادات  فأنا مقصر جدا  ,1,أحييك أخي المبارك على هذا السؤال فإنه يدل على حرصك على الخير وهناك عدة أسباب أذكر أهمها  أحييك أخي المبارك على هذا السؤال فإنه يدل على حرصك على الخير وهناك عدة أسباب أذكر أهمها  ,0
كيف هي علاقتك مع الله ,0,١   أمشي علي طريق الصراط قدر المستطاع  خائف من نفسي وشيطان ودنيا ٢  قد يصيبني الفتور فانتكس حينها أعوج عن الصراط ثم اسمع مناد  ينادي  فانتبه حينها لما فعلته من محارم الله فإذا بي نادم علي ما فعلتأبدا بعدها توبة فندم وعمل صالح ثم عزم علي عدم رجوع وامتناع لما هو حرامفامشي واقع فاعود ثم امشي واقع فاعودلعل الله يراني اجاهد فيهديني سبيلهحافظوا علي القرآن فإنه لواعظ وانيس ودليل لنا علي الصراطوفي النهايه ليس كلنا بخير حال مع الله فكل واحد منا له ذنب وكل منا قد فعل من حرمات الله شئفيا فرحمة التائبين والاوابين برحمة الله بهم  ويا شؤما علي العاصين الواقعين في ملزاتهم,1
ماذا يفعل من نوى صيام الأيام القمرية فصام يوم 14 و 15 من الشهر ونسي صيام اليوم 13 مع الدليل  أرجو الإجابة بدون Google ,0,لابد أنه يحسب له أجر صيامه حتى وان صام يوما  لوجه الله   قال تعالى في الحديث القدسي  كل عمل ابن ادم له الا الصوم فإنه لي وأنا أجزي به ,0
هل كانت لك تجربة مع تلبس الجن بشخص قريب منك أو شريك حياتك أو بك شخصي ا  صف لي تجربتك  وكيف نجحت وشريك حياتك في تجاوز هذا الابتلاء ,1,كانت التجربة لدى قريبة لي صغيرة اصابها مس   واكتشفنا المس على ما أذكر عندما كنا نشغل قرانا فأصابها اغماء    وبتوفيق من الله كان لنا قريب يجيد القراءة والرقية فتمت معالجتها لمدة شهرين بالقرآن حتى استسلم الجان وقرر الخروج    خلال ايام القراءة كان الجن يتحدث مع ام الفتاة ليضيع الوقت وكان صوت الفتاة يصبح مخيفا عند اشتداد القراءة مهددا للقاريء ولكن القاريء كان يكمل قراءته حتى يأس الجان وخرج بفضل الله والان بعد ٢٤ عاما تنعم الفتاة الصغيرة ماشاء الله بزوج وأطفال وحياة سعيدة والفضل لله ثم قراءة القرآن واجتهاد القاريء   ,1
لماذا المراة دائما المغتصبة و الضحية ويتم تعذيبها نفسيا و جسديا عبر العصور واقل من الرجال منزلة في الاديان و المجتمع  ,1,هذه هلوسة من هلاوس النسويات الملحدات ووسوسة من وساوس الشياطينخذ مثلا ما رواه أبو هريرة رضي الله عنه جاء  ر ج ل  إلى ر س ول  الله  ﷺ  ف قال   م ن أ ح ق   الن اس  بح س ن  ص حاب ت ي قال   أ م  ك  قال   ث م   م ن   قال   ث م   أ م  ك  قال   ث م   م ن   قال   ث م   أ م  ك قال   ث م   م ن   قال   ث م   أ ب وك   وفي ح ديث  ق ت ي ب ة   م ن أ ح ق   بح س ن  ص حاب تي و ل م  ي ذ ك ر  الن اس  أخرجه البخاري  ٥٩٧١   ومسلم  ٢٥٤٨  من المقدم هنا المرأة أم الرجل عن عقبة بن عامر أن النبي ﷺ قال   لا ت ك ر هوا الب نات   فإن  ه ن   الم ؤ ن سات  الغال يات  من هن المؤنسات الغاليات  لا أظن أنهن النسويات    و ل ه ن   م ث ل  ال  ذ ي ع ل ي ه ن   ب ال م ع ر وف    و ل لر  ج ال  ع ل ي ه ن   د ر ج ة    و الل  ه  ع ز يز  ح ك يم         و ع اش ر وه ن   ب ال م ع ر وف    ف إ ن ك ر ه ت م وه ن   ف ع س ى  أ ن ت ك ر ه وا ش ي ئ ا و ي ج ع ل  الل  ه  ف يه  خ ي ر ا ك ث ير ا      ف إ م س اك  ب م ع ر وف  أ و  ت س ر يح  ب إ ح س ان      إ ن  ما الن  ساء  ش قائ ق  الر  جال الألباني  ت ١٤٢٠   المرأة صانها الله جدا وأحاطها بأربعة رجال لحمايتها والانفاق عليها وكفايتها حاجتهاالأب ثم الزوج ثم الإبن فإن لم يكونوا فالاخ فإن لم يكونوا فعصبتها فإن لم يكونوا فمن يتقدم لذلك من عموم المسلمينيقول النبي ﷺالس اع ي على الأر م ل ة  والم س ك ين   كال م جاه د  في س بيل  الل  ه   أو  القائ م  الل  ي ل  الص ائ م  الن  هار    وأنتم ماذا قدمتم للمرأة جعلتموها سلعة وسيطة لتمرير أي منتج صناعي أيا كان وانظروا للإعلاناتجعلتموها تذل لتحصل على لقمة العيش حتى في اغنى المجتمعات كأميركا ربما تبيع نفسهاأخرجمتموها من بيت عزتها إلى منافسة الرجل في مهامه فقل احترامها من الرجل واصبح ينافسها حي في مقعد المواصلات بعد ان كان يقوم لها لتقعدولا حول ولا قوة إلا بالله العلي العظيم,1
بأدلة منطقية عقلية لا شرعية ولا من القرآن أو السنة  لماذا أنت مسلم ,1,تحياتي الطيبةالأدلة لإثبات العقائد وجب أن تكون عقلية  أو نقلية من مصدر ثبتت صحته بالعقل    والإسلام الذي أنعم الله علي به  والذي به عرفت معنى وجودي في الحياة  قد أجاب على أسئلة كل عاقل عن الكون والإنسان والحياة وبين الإسلام أن هذا الخالق هو الله  سبحانه  الصمد  الحي القيوم  الذي لا يموت  المحيي والمميت  بديع كل شيء تحياتي الطيبةالأدلة لإثبات العقائد وجب أن تكون عقلية  أو نقلية من مصدر ثبتت صحته بالعقل    والإسلام الذي أنعم الله علي به  والذي به عرفت معنى وجودي في الحياة  قد أجاب على أسئلة كل عاقل عن الكون والإنسان والحياة وبين الإسلام أن هذا الخالق هو الله  سبحانه  الصمد  الحي القيوم  الذي لا يموت  المحيي والمميت  بديع كل شيء الإسلام يقول أن الله أرسل عبده ورسوله محمد ليبين للناس معنى حياتهم  ويرشدهم إلى نظام من الخالق  الذي هو الله عز وجل  فالإسلام وجهة نظر ومنهاج في الحياة  إنه طريقة عيش متميزة في عقيدتها ونظامها  يصلح به حال الإنسان وحياته كما صلح حال هذا الكون القائم وفق النظام الكوني الذي فرضه الله  الله هو الحي القيوم المعجزة والدليل على صدق هذا الرسول هي القرآن الكريم  والقرآن الكريم المعجزة هو بنفس الوقت من الرسالة التي جاء بها الرسول هذا وبما أنه قد قام الدليل على صدق محمد بدعواه أنه رسول الخالق  وبما أن القرآن هو رسالة الخالق التي تتضمن الأجوبةعلى الجواب جاء من الله سبحانه بأنه هو الخالق  وعرفنا بأسمائه وصفاته  وما الذي يريده منا ملاحظة خاتمة بخصوص إعجاز القرآن الكريم إعجاز القرآن الكريم يقف عليه من ثلاثة أوجهولذلك بين القرآن الكريم ملاحظة أرجو الوقف معها مليا  وهي أن البشرية وجود من أنكر وجود الخالق  وليس ما يسجل التاريخ  وقد ذكر القرآن الكريم أولئك الذي يدعون أن الموت والحياة إنما تكون تبعا للزمن  ولكن عموما لم ينكر الإنسان وجود الخالق  لأن إنكار وجود الخالق يتنافى مع أدنى المسلمات العقلية   بل تصطدم مباشرة مع كينونة الإدراك  ولكن اختلف الناس في حقيقة الخالق والوصول إليه وما تعلق به  فوجد الش  رك بالله الخالق  سبحان الله وتعالى ولذلك أدعو كل إنسان عاقل أن ي عمل عقله بالإسلام وينظر إلى قلبه كيف يطمئن إلى الله إنك تحب الله  وقلبك يهفو إليه  استخدم عقلك ليلتقي العقل والقلب ساجدين بسجودك لله ودعوة خاصة إلى كل من آمن برب هذا الوجود  أن يكمل مشوار إيمانه ويسأل ربه  منه هو  ولماذا خلقه  وما الذي يصلح حاله قد تطرح أسئلة على نفس الباحث  فعليه قبل أن يضيع جهده وعمره بالسعي وراء سراب  أن يتحقق من صحة سؤاله هو  كهذا   تحياتي الطيبة,1
